text,rating
"Я так долго ждала, когда куплю Монталь, и очень довольна покупкой",5
,3
,5
Отличный аромат.,5
Класс!,5
,5
,5
"Люблю этот аромат. Нигде его нет, увидела на Каспи, и тем более по такой цене, была рада. Привезли очень быстро!",5
,5
Аромат никакой. Разочарована,1
,3
,5
,5
,4
"Все супер, я очень довольна. И обслуживание классное",5
,5
,5
,5
Супер.,5
,5
,5
,5
"Оригинал, все понравилось, доставили даже раньше обещанного срока. Курьер с юмором и вежливый",5
,5
,1
"Очень вежливый курьер Фарух: объяснил показал и даже настоял что запах будет отменным, в чем я и убедилась.",5
,4
Запах ужасный.,1
,5
,5
"По сути кот в мешке. Может кто ищет такой аромат, я бы поменялась. Запах хороший, стойкий но не мой.",5
,5
,1
Отличный аромат!,5
"Качественный товар, полностью соответствует заявленным характеристикам. Спасибо Каспи и Mon Amie.",5
Супер запах.,5
Шикарный запах! Доставили быстро,5
,5
"Нестойкий, ожила лучшего",1
"Просто good girl показалась мне интересней, чем новая, но о вкусах не спорят, каждому своё",4
Как всегда Каспи №1,5
,5
,5
,5
"Доставили быстро, спасибо.",5
,5
,5
,5
,5
,5
,5
,5
,5
,5
,5
"Уақытында жеткізіп берді, барша қызметке ризамын",4
,3
Очень удобно. Быстро доставили,5
Просто супер. Я в восторге.,5
Хороший запах,5
,3
"Все, как я люблю",5
,5
,1
"Запах раскрывается не сразу, со временем, стойкий, придает утонченность и таинственность.",5
Спасибо магазину Sulu-kz. Очень качественно и быстро обслужила Жансая! Всем буду рекомендовать ваш магазин! Еще раз благодарю!,5
,5
,5
,5
,5
,5
,3
,5
,5
Отличный аромат.,5
Очень нравится запах. Второй раз заказываю.,5
,5
,3
,5
,5
,5
,5
,4
Отличная цена и быстрая доставка. Доставили раньше времени. Спасибо большое!,5
,5
"Все хорошо, отлично! Всем советую. Для женщин это самый приятный подарок",5
"Монталь - вообще классный запах, но долго не держится, как будто не оригинальный. А в общем классный запах, мне понравилось.",4
,4
Спасибо магазину SULU-kz за духи. Полностью оригинал! Я довольна!,5
,5
,3
Буду покупать еще.,5
"Все классно! Духи супер, всегда страшно заказывать по интернету, но здесь оригинал! Доставка быстрая! Все супер",5
,5
"Запах приятный, немного сладковатый.",4
"Мне понравилось, обожаю запах шанель, супер",5
,5
Соответствует моим требованиям.,5
,5
,3
"Запах великолепный. Пользуюсь уже немало времени. Доставка быстрая, удобная. Курьер очень вежливый. Спасибо Kaspi.kz за удобство.",5
Три звезды только за быстрое оформление и доставку.,3
,5
Запах отпад просто. Быстро доставили,5
,1
"В kaspi.kz всё очень просто, быстро и удобно, качество тоже неплохое.",5
Ожидала лучшего,1
,5
,4
Доставка  быстрая в срок. Буду заказывать у вас.,5
,5
,5
,5
,5
,5
,5
Этот запах не может кому-то не нравиться,5
,5
,5
Мой любимый парфюм. Спасибо,5
,5
,5
,5
,5
,5
,1
Любительницам восточно-цветочных ароматов рекомендую!,5
"Моя первая покупка через интернет-магазин  не разочаровала: вовремя, упаковка не нарушена и самое главное -  оригинал. ",5
,1
,5
,5
,5
 Спасибо Kaspi.kz!,5
,5
Спасибо за доставку,5
"Офигеный, очень сильно понравился",5
,2
Иісі жақсы және ұзаққа жарайды.,5
"Тауар сапалы, маған ұнады, рақмет! Шанель мадмуазель келсе, тағы алар едім. Жаңаөзен қаласына екі күнде жеткізді. Рақмет! Иіссудің сапасы жақсы, бәрі ұнады",5
,5
,5
,5
,1
"Доставка раньше срока прибыла, как я и хотел",5
,4
,5
,5
"Доставка быстрая, раньше времени. По стойкости на 4 балла. В целом для такой цены нормально",4
,5
,5
,3
,5
"Привезли раньше, чем предполагалось.",3
Все супер,5
"Заказываю не в первый раз и как всегда довольна! Доставка быстрая, товар на высшем уровне! Спасибо большое Каспи! За бонусы 5%  - отдельное благодарность!",5
,5
Товар пришёл вовремя! Все понравилось. Аромат стойкий!,5
,5
,5
Мой любимый аромат,5
,5
Быстро доставили!,5
,5
,5
,5
,5
,5
Рекомендую,5
,5
,5
,5
"Товар качественный, но запах нестойкий, Только на полдня. Доставка до Нур-Султана 2 дня.",3
,5
"Оперативная доставка, очень приятно иметь дело с настоящими профессионалами. Благодарю Каспи и Parfum-Shop-kz.",5
,5
,2
,5
Мне очень нравится,5
"Запах обалденный. Заказывайте, не пожалеете. Спасибо Каспи и PARFUM-KZ",5
,2
Доставили быстро. Но запах нестойкий(,5
"Спасибо большое, мне все нравится",5
,5
,5
Доставка плохо работает,4
Очень долго ждала доставку. 2 недели и только доставили!,1
,1
"Самый любимый запах. И возможность на рассрочку покупать и без % это то, что надо",5
,5
,2
Быстрая доставка. ,5
,5
,5
,5
Через кaspi.kz заказываю уже второй раз. Очень быстрая доставка. Спасибо.,5
,4
,5
,5
"Спасибо большое магазину и Каспи за возможность приобрести духи. Курьер молодец, вежливый, доставили все вовремя.",5
,5
Очень классный парфюм. Очень понравился. Быстрая доставка.,5
,5
,5
"Спасибо за качество товара и быструю доставку магазину и курьерам! Очень довольна покупкой! Каспи, спасибо за возможность покупать товар в рассрочку!",5
,5
,5
"Супер, мне очень понравилось",5
Быстрая доставка,1
,5
,5
,5
"Получила в срок. Кроме этого, дала адрес работы, однако доставка выпала на обеденное время, когда была дома. Курьер без проблем привез домой. Спасибо Каспи и Монами, как говорится, все для людей.",5
"Суперский аромат, спасибо, и всем советую)",5
"Қызметкерлері де өте жақсы, көңіл күйде жұмыс жасайды",5
Самый лучший аромат,5
Доставка очень быстрая! Спасибо вам. ,5
"Супер, ожидания оправдались)",5
Товар соответствует. Доставили вовремя. Хорошо упакован от mon ami. Запах классный,5
,5
,5
,5
,5
Доставили на день раньше. Отлично упаковали.,5
,1
,5
,5
"Аромат супер, мне очень понравилось. Спасибо, всем советую",5
Все на 5 с плюсом,5
"Отличный парфюм, доставка быстрая и своевременная, все на пятерку",5
,5
"Доставка быстрая, без хлопот. Аромат довольно тяжелый, терпко-сладкий, на любителя",2
"Прекрасно, отличный парфюм",5
"Изумительно, мне нравится, рекомендую всем",5
Советую всем,5
,5
,5
,5
"Спасибо большое за оперативную доставку. Товар прибыл намного раньше заявленного срока. Каспи, вы молодцы!",5
,5
Но все равно спасибо),5
,5
,5
"Этот запах нравится очень многим, как мужчинам, так и женщинам. Думаю, что если бы была чуть облегченная версия этой воды в женском варианте, то она стала бы моей любимой водой на долгие годы.",5
"Давно уже пользуюсь этим ароматом, могу сказать только одно - СУПЕР",5
,1
,5
"Классный запах, купила мужу!",5
,5
,1
,5
,4
,5
,5
"Өте жақсы, балама ұнады",5
,5
,5
,5
"Товар стоит своих денег, меня устраивает, доставка вовремя, звонили уточняли, все отлично.",5
"Парфюм понравился, запах классный, советую",5
"Сыну понравилось. Хотелось бы побольше нишевой парфюмерии, у вас в рассрочку удобно было бы приобрести качественный парфюм. Спасибо",5
Рекомендую!,5
Супер,5
,5
,5
Доставили на следующий день после заказа,5
Все прекрасно.,5
Супер!,5
"Товар, как и предполагалось хороший, но доставка никакая",5
"Керемет, алдында болған тағыда алдым.",5
Средненько.,2
Всё нравится.,5
,1
,5
,2
,5
"Заказывала сыну на день рождения, запах понравился.",5
"Как-то дали пробник этого парфюма, не прошло и года как приобрел в полном объеме",5
,5
"Быстрая доставка, хороший аромат. Покупкой доволен",5
,1
,5
Супер запах,5
,5
,5
,5
,5
Супер.,5
,5
Отличный аромат!,5
"Понравилось все: доставка пришла раньше, сам аромат просто супер! Огромное спасибо Каспи за такую прекрасную возможность",5
"Сервис обслуживания на высоте, все быстро.",5
"Мой любимый парфюм, довольна заказом и рада, что взяла со скидкой",5
,5
,5
"Спасибо Каспи. Хорошие духи, очень долго пользуюсь, товар отличный",5
,5
,5
,5
,5
,2
,5
,5
,5
,2
Жеткізілуі жылдам келді.,1
"Запах духов устойчивый! Я рада, что не ошиблась в выборе запаха!",5
Я обожаю этот аромат. Он зимний. Рекомендую,5
,5
,5
Супер! Буду ещё заказывать!,5
"Мой любимый парфюм! Спасибо продавцу, курьеру. Пришли раньше, чем было заявлено. Всё ок!",5
Быстрая доставка,1
,5
,5
"Мне очень понравился запах, и доставили быстро. Советую вам этот товар, очень классный",5
,5
"Доставили очень быстро, спасибо!",5
,1
"Доставка быстрая, удобно очень.",3
,5
,5
,5
,5
,5
"Запах не стойкий, как вода.
А так сам парфюм очень классный!",5
"Спасибо Каспи, очень удобная услуга. Процветайте.",5
,5
,5
,5
,5
,1
,5
,5
,5
,5
,5
,5
,3
,2
"Доставка вовремя! Спасибо, вашими услугами пользуюсь уже не первый раз!",5
Товар отличный.,5
,5
,2
"Шикарный, неповторимый аромат! Быстрая доставка",5
"Нам понравилось, класс. Покупайте, не пожелеете",5
Всё понравилось. Быстрая доставка,5
,5
"Не советую за такие деньги, вообще ужас какой то",1
Классный парфюм! Настоящий!,5
"Когда привез курьер товар, я была в шоке, все было так идеально! Огромная коробка от Монами, внутри пакетик от Монами, и сам товар! Этот запах я впервые приобрела, до этого у меня был голд. Хоть и впервые, но я очень довольна!",5
,2
,5
"Парфюм очень приятный, нежный, стойкий. То, что так долго искала. Одним словом, Моё!!!",5
,5
Все быстро и аккуратно.,5
,5
,5
,4
Больше заказывать не буду.,1
"Классный парфюм, я влюбилась. Штрихкоды, все есть. 100% оригинал.",5
"Өте керемет иісі, көңілімнен шықты. Жеткізу жылдам",5
,5
,5
Влюбилась!,5
,5
,5
,5
,5
Супер,5
,1
,5
,5
Запах шикарен!,5
,5
,5
,5
Так себе,4
,5
,5
,5
"Пустышка за большие деньги. Я очень-очень разочарована товаром, качеством. Думаю, может не оригинал. Даже не знаю, такие деньги выкинуть...",1
,1
"Тем, кому кажется, что аромат нестойкий, не ощущается, или вы его не слышите - это все специфика этого парфюма. Вы можете его вообще не замечать, зато окружающим очень понравится запах.",5
Духи доставили очень быстро! Всем советую магазин Parfum-Shop-kz! ,5
,4
,5
,5
"Заказывала 2 разных аромата, они пришли в одинаковых флаконах. Теперь путаюсь, где какой из них) Это показалось странным.",4
,5
,5
Хороший парфюм,5
,5
,5
,5
Доставка была даже раньше указанного,5
,5
,5
Стойкость 6-8 часов.,5
,5
"Доставка пришла быстрее, чем предполагалось",4
,5
Считаю хорошим приобретением,5
"Аромат очень насыщенный, густой, дымный, смольный, чуть-чуть пудровость заметна, скорее всего, ирис, примерно для 25+ подойдет. На мне сидит ближе к коже, с одежды слетает быстро, а вот на коже держится часа 4. Шлейф умеренный и недолгий, конечно, если половину флакона не вылить на себя, но это уже больше будет походить на ""химическую атаку"".) По стойкости, хоть и стоит концентрация EDP, держится не более 4-5 часов на коже. Этот аромат не для мужчин с милой женственной внешностью. Настоящая парфюмерная вода, и в ней нет той химозности, как от дешевых EDT. Рекомендую к покупке.",5
Очень довольна!,5
Действительно заметный аромат),5
"Мне понравилось всё - и доставка, и сам парфюм! Спасибо большое магазину Сулу и Каспи. Я очень рада, что есть такая возможность купить качественный парфюм в рассрочку! Рахмет!",5
Оригинал! Я в восторге,5
Большое спасибо Каспи за такую возможность. Отдельное спасибо девочкам с магазина Sulu.kz,5
,5
,5
,5
"Раньше я использовала только распив от такого же аромата и, соответственно, то, как выглядит натур продукт, не знала и заказала этот аромат. Но оказалось, это совсем не то, к сожалению. Нужно было брать другой Excentric Molecules.
В любом случае, сам аромат отличный, но при первичном нанесении имеется резкий запах спирта",5
"Товар доставили в своё время. Спасибо Каспи за такие условия. У меня были сомнения насчёт оригинальности товара, но цена и желание оправдали своё.) В следующий раз без колебаний буду заказывать.",5
"Без обид, это туфта, вода там сплошная и спирт. ",1
,5
,1
"Не берите, друзья.",1
,5
,5
,2
,5
,1
,2
"Здравствуйте. Честно говоря, я восторге. И товар оригинал, и пришло очень быстро, да и платить удобно. Спасибо вам, что вы есть.",5
,5
"Отличный аромат, все понравилось, и доставка быстрая и для уточнения нюансов со мной связались прям из магазина. Очень оперативно и качественно! Спасибо!",5
,5
,3
,5
Супер! Запах шикарный!,5
Запах мне не очень понравился. Но зато он очень стойкий.,3
,5
,5
"Настоящий оригинал, надоели, везде подделки предлагают со скидкой и т. д. Не ведитесь на это, оригинал не может стоить дешево.",5
,5
,5
,2
"По доставке вопросов нет, все вовремя доставили, как и обещали",3
,5
"Не могу всем рекомендовать, на вкус и цвет как говорится. А в целом огонь",5
,5
,5
,5
,5
,5
,5
"Оправдал ожидания. Доставка раньше срока, все здорово!",5
,5
Очень быстро доставили! Запах просто класс! Спасибо большое!,5
,5
,5
,5
,5
Замечательный аромат для мужчины.,5
,5
,5
,5
"Доставка была быстрой, раньше чем обещали. Все пришло в целости и сохранности. Духи брала в подарок.",5
,4
,5
Хорошо упаковано. Всё понравилось,5
,5
,5
"Дарила своему дорогому человеку, очень ему понравился, спасибо!",5
,5
,3
,5
,5
,5
,5
,5
Будем пользоваться,5
"Довольна тем, что доставили раньше указанной даты! ",5
Запах отпад!,5
,5
,5
,1
"Запах - то, что мне надо. Доставка в назначенный день, вежливый курьер, спасибо!",5
"Нет аромата яблок, игривости свежей. На любителя",3
"Запах держится месяц, семья думает, что я сменил религию.",3
,4
,5
Закажу ещё раз аромат. Все очень понравилось.,5
"Заказал доставку, привезли на день раньше в назначенное место. Спасибо Каспи за возможность покупки в рассрочку!",5
,5
,5
Выбирала по отзывам и комментариям.,5
"Долго искал такой запах! Все супер, замечательно!",5
Number one!,5
"Доставка быстрая, все схвачено. Спасибо Каспи)",5
"Парфюм вроде оригинал, хотя иногда сомневаюсь. ",3
"Купила супругу, он в восторге. Спасибо Каспи и магазину",5
,5
Все отлично за всою ценовую категорию,5
,5
,5
,1
"Я запаха не чувствую, но близким запах нравится!",5
,3
Запах долго держится.,5
Отличный аромат,5
,5
,5
,5
,1
"Запах просто обалденный, более подходит мужчинам. Купила себе, подарила мужу ;) Спасибо большое за быструю доставку",5
,5
,5
,5
Спасибо Каспи и Mon Amie,5
,5
Спасибо Parfum shop - любимому продавцу. Спасибо за быструю доставку вежливому курьеру Адилю. Спасибо Каспи!,5
"Обалденный аромат. Доставили за два дня, я довольна!",5
,5
"Очень классный парфюм! Вообще, обожаю Герлен! К сожалению, духи, которыми я пользовалась долгое время перестали выпускать (My insolence). Но Mon Guerlain ничуть не хуже! Доставили в срок, благодарна за все!",5
Ожидания оправдались. Спасибо Каспи,5
,5
,4
,5
,5
,5
"Доставка в срок, качественный товар",5
"Товар пришёл быстро, даже не успела почувствовать вкус волнения. Курьеры просто замечательные, пунктуальные, меня не было дома, доставили до работы, даже еще подождали немного, пока я выйду с обеда) Ничуть не разочаровалась в выборе парфюма и магазина!",5
Доставили быстро!,5
,5
"Духи супер. Спасибо курьеру. Мне очень нравится Каспи, я вас люблю",5
"Супер, всем советую",5
,5
,3
,5
Шикарный аромат. Очень понравилось. Доставка быстрая. Большое спасибо Каспи! Никогда не подводит!,5
,5
"Здравствуйте. Мне очень понравился аромат, и самое главное, быстрая доставка. Спасибо",5
"Круто! Стоят своих денег! Берите, не сомневайтесь.",5
"Отличный парфюм, всем советую",5
,4
,1
Оно этих денег не стоит,1
"Спасибо Kaspi и Monami! Быстро доставили, шикарный аромат",5
,5
,5
,5
,5
,5
,5
,5
,5
,5
,5
,4
Просто шик,5
"Өте керемет, рахмет. Қыздар, маған қатты ұнады, алуға кеңес беремін.",5
,5
,5
"Приятный, стойкий запах.",3
Приятный запах.,5
,5
"Иiсi керемет, жұпар анқыған. Каспиге рахмет сондай мүмкіндікті бізге берген. Алғыс.",5
"Духи отличные, курьер тоже молодец, спасибо!",5
"Сөзбен жеткізу мүмкін емес, тек алып көру керек. Өкінбейсіз, керемет жупар иісі. Енді әрдайым осыны алғым келеді және бәрілеріңізге осы хош иісті алуларыңызға кеңес беремін!",5
Алыңыздар!,5
,5
Мне вообще не понравилось,1
,1
,5
"Все быстро, хорошее обслуживание, остался очень доволен. Пошел радовать супругу)",5
"Добрый вечер! Мне очень понравился запах этих духов, я довольна. И доставка такая быстрая, спасибо большое!",5
,5
,4
,5
"Аромат для взрослых мужчин подойдёт, мне показалось, в нем древесных нот немного больше, чуть позже открывается аромат ели или сосны или смолы, что-то в этом духе, умеренно строгий, неяркий аромат. Он дополняет, нежели выделяет. О качестве не могу сказать, так как не с чем сравнивать. Держится, тоже не могу сказать, сколько, но около часа на коже аромат слышу, потом перестаю. Может просто привыкаю. Мне понравился!",5
,5
Классный парфюм,5
,5
,5
,5
,1
,5
"Все понравилось, это оригинал",5
"В целом 3,5 из 5",3
"Привезли очень быстро, даже раньше, чем было заявлено. ",5
,5
,5
,5
Маме очень нравится этот аромат. Советую подарить своим мамам,5
Спасибо Каспи за покупку. Благодаря вам на мечту больше можно не копить. Удачи! Успехов!,5
Спасибо огромное! Они такие шикарные! Давно мечтала о них!,5
Рекомендую! Аромат для настоящих мужчин!,5
,5
,5
"Аромат стойкий, впервые беру эту марку парфюма. Мне очень понравилось, спасибо Каспи за быструю доставку.",5
,5
Обалденный запах,5
Спасибо Каспи Магазину и Мон Ами за качественный товар. Спасибо курьеру за своевременную доставку. Очень вежливый молодой человек,5
,5
,5
,5
,5
,5
"Мой любимый запах, но к сожалению не очень стойкий.",2
А так запах приятный.,1
,5
"Доставка очень быстрая, что понравилось. Спасибо большое магазину)",5
,5
,5
,2
Хороший аромат,5
,5
,5
Очень хороший и приятный запах. Всегда покупаю. ,5
,1
Цена кусается.,5
Просто супер!,5
Тапсырысым бір аптада келді. Жақсы. Ұнады. Тапсырыс етуге кеңес беремін,5
,5
,5
,5
"Ожидала другой запах, буду заказывать и пробовать другие",3
,5
,5
"Довольна покупкой, спасибо!",5
 ,1
"Спасибо Каспи, доставили через три дня после заказа, работа оперативная и налаженная",5
,2
,5
"Доставили оперативно. Покупала сыну, ему очень понравились, спасибо",5
"Доставили быстро, раньше на 2 дня, чему очень была рада, так как очень его ждала.",4
Мой самый любимый парфюм,5
,5
,5
,3
,5
,5
,1
,1
,5
,5
,5
,5
,5
,5
Советую купить,5
,5
,4
,1
,3
,5
,5
"Один из любимых ароматов) очень сложно было найти, да и еще по такой выгодной цене. Весьма рада покупке!",5
Доставка пришла раньше срока до квартиры! ,5
"Запах нестойкий, продавцы магазина не связались. Доставка пришла быстро.",1
,5
Классный запах,5
Теперь только такой парфюм!,5
Впервые сделала заказ на каспий. Товар привезли даже раньше обещанного. Курьер очень вежливый. Спасибо! Удачи!,5
"Заказывал для супруги, ей очень понравился этот аромат!",5
,5
,5
,5
,5
"В начале очень сладкие, через некоторое время запах становятся менее сладким, нежным. Любителям сладких запахов рекомендую",5
Я ваш постоянный клиент теперь!,5
,5
Жене понравилось,5
,5
,5
,5
,5
,5
,5
"Сразу скажу, не очень. И доставки нет, самому пришлось забрать",1
"Товар пришёл даже раньше, чем ожидалось. Удивлен и очень доволен.",5
Супер!,5
,4
"Жаль, что в магазине закончились 100 мл",5
,5
"Говорят, запах шикарный. Подарил дяде, он сказал спасибо и положил в шкаф. Даже не распечатал. С тех пор и лежит.",5
,1
,5
,5
,5
Товар неплохой. Лично мне понравился,5
Доставили вовремя Все понравилось. Спасибо Каспи.,5
,5
"Правда доставили чуть позже с опозданием, но за это мне предоставили небольшой презент. Спасибо, в общем, все классно. Так как все понравилось, заказала ещё другой парфюм.",5
"На мой взгляд, аромат всё-таки больше подойдёт женщинам 25-40 лет.",5
"Мне очень понравилась стойкость, запах обалденный",5
,1
"Духи оригинал, девочки, можете не сомневаться. Спасибо вам большое.",5
,1
"Супер. Спасибо вам, Каспи. Всё супер!",5
Курьер отдал в открытом виде.,1
"Купил жене флакончик, класные духи!",5
"Доставка быстрая, а аромат прекрасный. Спасибо вам за доставку и за аромат, удачи вам в работе",5
,5
,5
"Спасибо Каспи Магазину. Большое спасибо курьеру, очень вежливый, быстро приехал, еще ждал меня минут 20) ",5
"Доставили на два дня раньше, быстро и качественно. Товаром довольна.",5
,1
Доставили даже раньше срока!,5
,5
Сапасы өте жақсы. Айтқан күніне бұрын жеткізді. Рахмет,5
,3
"Духи понравилось, но они нестойкие. Запах нежный",5
,4
"Рекомендую, запах оригинальный, женственный.",5
,5
,5
,5
),5
,5
,5
Все понравилось,5
,5
,5
"Иісі күшті, алуға кеңес беремін",5
,5
,3
"Быстро доставили, даже раньше срока. Качество отличное, с этим ароматом знакома раньше была, поэтому отличаю подделку от оригинала. И поэтому смело могу порекомендовать покупать через Каспи",5
"Запах понравился, но не такой стойкий, как хотелось бы",5
Здравствуйте. Мне очень понравился аромат. Советую всем девушкам,5
,5
"Все понравилось. Доставили быстро. Главное, качество. Товар оригинальный. Молодцы",5
Понравится многим.,5
,5
,5
,5
,1
,4
,5
,5
,5
,5
,5
Уже более 10 лет пользуюсь этим парфюмом. Не везде можно взять. Теперь можно купить и через Каспи. Очень удобно. Спасибо.,5
Доставка была очень быстрой! Парфюм как в описании. Все шикарно!,5
Спасибо магазину PARFUM-KZ за быструю доставку и качественный товар. Буду и дальше у вас заказывать.,5
Супер. Ожидания оправданы.,5
Второй раз точно не возьму,1
Товар качественный.,5
,1
,1
"Иісі керемет, бірақ тез кетіп қалады.",2
"Доставка быстрая. Спасибо, Каспи!",5
"То, что ожидала!",5
Просто супер,5
,5
,5
,5
,5
,5
,5
,5
Спасибо продавцу!,5
,5
,5
Не понравился. ,1
,5
,2
,5
,5
,5
Оригинал. Можно заказывать,5
Этому аромату уже много лет. И моей доче очень нравится,5
Очень понравился запах,5
,1
Спасибо Каспи,5
,1
,5
"Классный парфюм! Стойкий! Надо было 100 мл брать) Порадовало ещё то, что доставили заказ раньше срока. Спасибо Каспи",5
,5
,5
,2
,5
,5
,5
,5
,5
"Запах мне очень понравился, но я его слабо чувствую на себе. Возможно, это аромат именно мой, чувствую лишь, когда подношу одежду ближе",5
Буду заказывать ещё,5
,5
,5
100% классная туалетная вода. Спасибо A-Case,5
,5
,5
,5
,5
,5
С каждым днём восхищаюсь запахом,5
,5
,4
,4
,5
,5
,1
Не рекомендую.,1
,5
,5
,5
"Особого внимания заслуживает флакон: он очень изящный, аристократичный.",5
"Запах классный, стойкий! Обслуживание на высоте! Большое спасибо!",5
,5
Доставка курьером в срок. Товар оригинальный.,5
,1
,5
,4
,5
,5
"Доставка быстрая, спасибо Каспи",4
,5
,5
,5
,1
,5
"Теперь буду заказывать через Каспи Магазин и другие товары. Спасибо, очень удобно",5
,5
,5
"Өте керемет, айтарға сөз жоқ",5
"Курьер быстро доставил. Очень приятный молодой человек. А запах духов на любителя. Видно, что стойкие. В подарок без стыда можно подарить",5
,2
Отличные духи. Легкий летний флер.,5
,2
"Спасибо, вовремя доставили товар.",5
"Здравствуйте! Спасибо большое! Я в первый раз у вас заказывала, и очень довольна своим заказом! Парфюм классный, очень стойкий. Очень удобный флакон. Доставка работает быстро, удобно и качественно. В общем, всем довольна, рекомендую.",5
,5
,5
Очень хороший запах!,5
"Супер, всем советую.",5
,1
Этот аромат я так давно хотела приобрести! И благодаря Каспи.кз мое желание исполнилось.,5
Отличный аромат!,5
,5
"Парфюм kenzo супер, обожаю его!",5
,1
Все тот же...,5
Доставили раньше времени. Запах не очень стойкий. Но за эту цену нормально,5
,5
,5
,5
"Все очень понравилось, теперь я Ваш постоянный клиент!)",5
,5
,5
,5
,5
,3
,5
,5
,5
,5
,5
Все понравилось,5
,5
"Доставка на дом - это удобно. Парфюм, думал, очень стойкий. Так и оказалось.",5
,5
"Спасибо большое вам, всё ок",5
"Товар супер, рекомендую!)",5
"Не то, что ожидал, туфта. Короче говоря, не советую никому покупать.",1
,1
,4
,3
"Очень довольна своим новым ароматом, стойкий.",5
,5
,5
,1
"Брал на подарок,удивлён качеством",5
,5
,4
,5
Парфюм супер. Обожаю этот аромат,5
,5
"Отличный магазин, оригинальный товар, приятный запах. Брал супруге в подарок, всё понравилось.
Благодаря Kaspi и Parfum-Shop.kz - беспроцентная рассрочка и бесплатная доставка в течение трех дней. Небольшая задержка обработки заказа, но в новогодние праздники это нормальное явление. Рекомендую к покупке в данном интернет-магазине, все аккуратненько!",5
,5
"Духи очень классные, были уже такие, мне нравятся ",5
"Качество хорошее.
Советую всем покупать.",5
,5
Спасибо Каспи и Parfum-KZ.,5
,5
Шикарный аромат! Доставка раньше указанного срока! Всем довольна!,5
,5
,5
,5
,5
Обслуживание отличное! Заказ доставили быстро.,5
,5
,5
Доставили быстро. Аромат стойкий!,5
,5
,5
Для такой цены достаточно стойкий,5
"Здравствуйте! Я впервые оформляла у вас заказ. Хочу поблагодарить за быстрое исполнение заказа, изумительный парфюм, великолепную упаковку, и надеюсь быть вашим клиентом. Индира",5
,5
,2
"Пришло с Алматы в Астану в течение недели, товар в целости, курьер доставил до квартиры.",4
Любимый аромат,5
"Любимый парфюм. Брала раньше и еще, думаю, буду покупать. Удобно в рассрочку.",5
,5
,5
И обслуживание хорошее. Быстро доставили,5
"Курьер вежлив, доставка в срок!",5
,1
,5
"Я и раньше пользовалась, как увидела рассрочку, решила воспользоваться случаем. Хотя у меня старый ещё не закончился.",5
Запах для молодых девушек,3
"Все отлично, спасибо, доставка тоже быстрая",5
,5
,5
,4
,5
,3
,5
,5
,5
То что я хотела.,5
,5
,5
,5
,5
,5
,5
,5
,5
,1
"Духи классные, магазин отличный, моментальная доставка)",5
,1
"Доставка была раньше заявленной даты, что несомненно порадовало. Товар был аккуратно и надёжно упакован, доставлен в целости и сохранности.",5
Запах просто класс! Доставка быстрая. Мне все понравилось.,5
,5
,5
,5
,5
"Не могу утверждать, что 100% оригинальная вода, но запах очень схожий. Искала 2 года и рискнула заказать. Товар оправдал все ожидания! 5+",5
,4
,5
"Я не читал комментарии, не изучал товар, но он превзошел мои ожидания. Супер.",5
,5
"На оригинал не проверяла, но сам аромат хорошо знаю. Запах тот же. Доставку сделали на день раньше. За что огромное спасибо. Курьер вежливый.",5
,5
"Заказ пришёл очень быстро. Раньше заявленного. Все соответствует описанию. Брал в подарок супруге. Она очень довольна. Рекомендую и марку, и продавца Parfum-Shop-kz.",5
Просто прелесть! Спасибо большое Каспи!,5
,5
,5
,4
"Я обожаю этот аромат и была приятно удивлена, что нашла его на Каспи. Купила в подарок, доставили очень быстро.",5
"Если любите чувственные изысканные ароматы, смело заказывайте!)",5
Мне не понравился аромат.,5
,5
,5
,5
,5
,5
,1
,1
Очень классный аромат,5
,5
,5
,1
,4
,5
,5
"Если будете так же работать, вообще будет отлично. Так, чтобы только оригиналы были. Я заказываю второй раз, мне очень всё нравится.",5
,5
,2
Аромат оправдал себя!,5
,1
"Сначала пожалела, думала, что будет подделка, но напрасно переживала, оказалось оригинал. Единственное, я думала, что это будет парфюм, а оказалось, что туалетная вода",5
"Очень нравится, спасибо большое",5
Мне кажется не стойкий.,1
Аромат очень вкусный.,5
"Доставили быстро! Парфюм классный, боялась, что будет подделка, но нет! Спасибо",5
Товар отличный.,5
Будем еще теперь заказывать!,5
Прекрасный аромат. Советую!,5
,5
,5
,3
,1
,3
,5
,4
,5
"Отлично. Понравилось жене. Быстро доставили, спасибо",5
"Быстро доставили) Парфюм классный, не жалею. Убедилась, что оригинал.",5
,5
,5
,3
,1
,5
,5
,1
Девушка в восторге!,5
Супер,5
А в целом парфюм как парфюм.,4
"Спасибо продавцам, доставили на следующий день.",5
,5
,4
,5
,5
"Дарил на день рождения, понравились",5
,1
,3
Быстро и удобно. Спасибо Каспи,5
